file,total_nodes,leaf_nodes,internal_nodes,max_depth,average_branching_factor,max_branching_factor,min_branching_factor,first_branching_factor,depth_per_nodes,internal_per_depth,state,total_segments,avg_segment_len,max_segment_len,min_segment_len,std_dev_len,code_analysis,mental_execution,test_generation,bug_fixing,language_mapping,high_level_plan,empty, ,plan_outlining,outline
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_682_B___atcoder_ABC129_E___atcoder_ABC135_D.json,60,12,48,30,1.23,3,1,1,0.5,1.6,correct,59,567.5762711864406,4624.0,100.0,783.779222155326,19,28,1,4,0,0,0,7.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC164_D___codeforces_669_A___atcoder_ABC132_A.json,71,20,51,36,1.37,3,1,1,0.5070422535211268,1.4166666666666667,correct,70,437.12857142857143,2254.0,100.0,437.1246272535475,15,49,1,0,1,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_8_B___atcoder_ARC062_B___atcoder_ABC170_A.json,76,15,61,26,1.23,3,1,1,0.34210526315789475,2.3461538461538463,correct,75,443.37333333333333,4421.0,102.0,549.4968650362664,4,63,1,0,0,0,0,7.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC169_D___atcoder_ABC120_C___atcoder_ABC149_C.json,60,11,49,28,1.2,3,1,1,0.4666666666666667,1.75,correct,59,645.8135593220339,3037.0,102.0,648.1046497706633,10,41,0,0,1,0,0,7.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC136_B___codeforces_49_A___atcoder_ABC170_A.json,82,19,63,41,1.29,4,1,1,0.5,1.5365853658536586,correct,81,379.65432098765433,3189.0,101.0,456.3510753929979,3,72,0,0,0,0,0,6.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_583_B___atcoder_ABC170_A___codeforces_672_A.json,120,30,90,50,1.32,5,1,1,0.4166666666666667,1.8,correct,119,354.85714285714283,1852.0,101.0,301.1144071587197,8,103,0,0,0,0,0,7.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC107_D___codeforces_669_A___codeforces_49_A.json,95,19,76,35,1.24,3,1,1,0.3684210526315789,2.1714285714285713,incorrect,94,498.1595744680851,4386.0,103.0,674.5535887938449,26,61,0,1,0,0,0,5.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_653_A___atcoder_ABC170_A___atcoder_ARC062_B.json,93,18,75,47,1.23,2,1,1,0.5053763440860215,1.5957446808510638,correct,92,376.20652173913044,3008.0,101.0,461.9288165998644,10,68,3,1,0,0,0,9.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ARC102_C___atcoder_ARC062_B___codeforces_32_B.json,145,39,106,42,1.36,3,1,1,0.2896551724137931,2.5238095238095237,correct,144,320.6666666666667,3082.0,100.0,320.4821542439005,7,113,0,0,1,0,0,22.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_25_A___atcoder_ABC164_D___codeforces_669_A.json,42,7,35,25,1.17,3,1,1,0.5952380952380952,1.4,correct,41,478.3170731707317,3117.0,115.0,602.1125077186318,9,22,1,1,0,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_350_B___codeforces_25_A___codeforces_49_A.json,122,35,87,49,1.39,4,1,1,0.4016393442622951,1.7755102040816326,incorrect,121,403.6776859504132,4408.0,100.0,527.0065498466477,10,82,2,2,0,0,0,24.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC152_E___codeforces_669_A___codeforces_678_B.json,106,27,79,54,1.33,4,1,1,0.5094339622641509,1.462962962962963,incorrect,105,391.83809523809526,3431.0,104.0,519.292938741811,12,54,0,7,1,0,0,29.0,2.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC129_E___atcoder_ABC155_E___codeforces_669_A.json,112,28,84,44,1.32,5,1,1,0.39285714285714285,1.9090909090909092,incorrect,111,392.7837837837838,3363.0,100.0,471.8549932381077,33,56,0,4,0,0,0,17.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC135_D___codeforces_579_A___codeforces_59_A.json,74,12,62,56,1.18,3,1,1,0.7567567567567568,1.1071428571428572,correct,73,382.82191780821915,4797.0,105.0,598.3591995909813,12,46,2,2,2,0,0,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_92_A___atcoder_ABC136_B___atcoder_ABC051_A.json,46,7,39,36,1.15,3,1,1,0.782608695652174,1.0833333333333333,correct,45,608.8,3728.0,104.0,796.8388282343037,9,31,0,4,0,0,0,1.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC007_C___atcoder_AGC034_B___codeforces_58_B.json,71,19,52,24,1.35,3,1,1,0.3380281690140845,2.1666666666666665,correct,70,346.8857142857143,2565.0,100.0,370.35222337415235,12,43,1,0,4,0,0,9.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC178_B___atcoder_ARC062_B___codeforces_276_B.json,67,13,54,44,1.22,3,1,1,0.6567164179104478,1.2272727272727273,correct,66,391.8484848484849,2926.0,100.0,436.0424200402893,9,49,0,0,0,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_25_A___atcoder_ABC178_A___atcoder_ABC169_D.json,60,15,45,17,1.31,4,1,1,0.2833333333333333,2.6470588235294117,correct,59,430.271186440678,2074.0,100.0,491.38838598363577,7,42,0,1,1,0,0,7.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC145_E___codeforces_8_B___codeforces_32_B.json,237,146,91,31,2.59,20,1,1,0.1308016877637131,2.935483870967742,incorrect,236,251.6949152542373,1050.0,101.0,144.24016665326965,1,109,0,0,0,0,0,126.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC139_B___codeforces_669_A___atcoder_ABC172_D.json,25,7,18,13,1.33,3,1,1,0.52,1.3846153846153846,correct,24,439.2083333333333,1481.0,103.0,425.6931921473254,5,13,0,2,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC043_B___atcoder_ABC122_D___codeforces_58_B.json,88,22,66,41,1.32,3,1,1,0.4659090909090909,1.6097560975609757,incorrect,87,482.2298850574713,3501.0,100.0,536.1839909207978,25,47,2,1,2,0,0,10.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_569_A___atcoder_ABC151_A___codeforces_49_A.json,71,20,51,26,1.37,4,1,1,0.36619718309859156,1.9615384615384615,correct,70,312.1,1448.0,101.0,230.76540255092996,5,61,1,0,0,0,0,3.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_612_B___codeforces_276_B___atcoder_ABC051_A.json,71,15,56,37,1.25,3,1,1,0.5211267605633803,1.5135135135135136,correct,70,397.6,2324.0,102.0,430.3336555191376,12,47,1,1,1,0,0,7.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC152_E___codeforces_678_B___codeforces_579_A.json,56,14,42,18,1.31,3,1,2,0.32142857142857145,2.3333333333333335,incorrect,55,383.8545454545455,1917.0,101.0,375.4490357574227,15,31,0,2,1,0,0,6.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC109_B___atcoder_ABC051_A___atcoder_ABC120_C.json,89,18,71,40,1.24,3,1,1,0.449438202247191,1.775,incorrect,88,368.20454545454544,2520.0,104.0,401.2984144628106,8,66,2,0,0,0,0,12.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_154_A___atcoder_ABC124_C___codeforces_514_A.json,71,16,55,46,1.27,3,1,1,0.647887323943662,1.1956521739130435,incorrect,70,535.7571428571429,6618.0,100.0,929.1208316875563,11,50,3,0,0,0,0,6.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC174_C___atcoder_ABC051_A___codeforces_276_B.json,50,9,41,27,1.2,4,1,1,0.54,1.5185185185185186,correct,49,402.59183673469386,1967.0,111.0,418.41082873013625,5,36,0,0,0,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_189_A___atcoder_ABC170_A___atcoder_ABC114_C.json,104,36,68,23,1.51,5,1,2,0.22115384615384615,2.9565217391304346,incorrect,103,438.0873786407767,1866.0,101.0,349.61376747457615,14,85,0,0,1,0,0,3.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC124_A___codeforces_622_A___atcoder_ABC132_A.json,49,8,41,30,1.17,2,1,1,0.6122448979591837,1.3666666666666667,correct,48,583.375,3290.0,102.0,708.3096938066184,8,34,1,3,1,0,0,1.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_622_A___atcoder_ABC158_A___atcoder_ABC051_A.json,34,9,25,19,1.32,3,1,1,0.5588235294117647,1.3157894736842106,correct,33,436.8787878787879,2796.0,100.0,534.2248331447021,3,24,0,0,1,0,0,5.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_37_A___atcoder_ABC151_A___atcoder_ABC155_E.json,102,25,77,24,1.31,4,1,1,0.23529411764705882,3.2083333333333335,incorrect,101,428.7524752475247,4600.0,104.0,577.8384792645882,19,42,1,14,3,0,0,21.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_629_A___atcoder_ABC120_C___codeforces_579_A.json,79,16,63,34,1.24,5,1,1,0.43037974683544306,1.8529411764705883,incorrect,78,408.1794871794872,2115.0,100.0,352.3675303669117,14,56,3,0,0,0,0,4.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC119_B___atcoder_ABC151_A___codeforces_96_B.json,146,51,95,37,1.53,4,1,1,0.2534246575342466,2.5675675675675675,incorrect,145,320.7310344827586,2328.0,100.0,313.86026736901596,7,112,2,1,8,0,0,15.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC120_C___codeforces_622_A___atcoder_ABC170_A.json,102,26,76,28,1.33,3,1,1,0.27450980392156865,2.7142857142857144,correct,101,374.56435643564356,1942.0,103.0,329.482607001996,5,88,0,0,0,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_23_B___atcoder_ABC151_A___atcoder_ABC172_D.json,100,19,81,59,1.22,4,1,1,0.59,1.3728813559322033,correct,99,392.64646464646466,2925.0,113.0,379.92457127675056,2,91,0,2,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_622_A___codeforces_514_A___codeforces_669_A.json,60,14,46,27,1.28,3,1,1,0.45,1.7037037037037037,correct,59,647.9830508474577,3672.0,100.0,741.4102706079445,7,47,0,1,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_67_B___atcoder_ABC155_E___atcoder_AGC034_B.json,250,77,173,53,1.44,11,1,1,0.212,3.2641509433962264,incorrect,249,226.99196787148594,1550.0,100.0,131.45954829699735,3,239,0,0,0,0,0,7.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC140_D___atcoder_ABC155_E___atcoder_AGC034_B.json,78,14,64,28,1.2,3,1,1,0.358974358974359,2.2857142857142856,correct,77,510.6623376623377,5114.0,101.0,744.7567884602471,17,43,0,7,1,0,0,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC139_B___codeforces_96_B___codeforces_669_A.json,53,11,42,27,1.24,4,1,1,0.5094339622641509,1.5555555555555556,incorrect,52,615.4230769230769,4906.0,106.0,787.8331749893985,7,30,1,6,0,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC004_B___atcoder_ABC124_C___codeforces_96_B.json,59,10,49,34,1.18,3,1,1,0.576271186440678,1.4411764705882353,incorrect,58,678.2241379310345,5258.0,100.0,981.0892987076751,11,37,0,1,1,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC070_B___atcoder_AGC034_B___atcoder_AGC025_A.json,107,35,72,34,1.47,5,1,1,0.3177570093457944,2.1176470588235294,incorrect,106,434.2641509433962,2319.0,102.0,383.7936772572023,12,88,0,0,0,0,0,5.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_31_A___atcoder_ABC149_C___atcoder_ABC155_E.json,76,18,58,24,1.29,3,1,2,0.3157894736842105,2.4166666666666665,correct,75,515.6,4758.0,104.0,727.5989576980187,12,44,0,4,1,0,0,13.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_579_A___atcoder_ABC178_A___atcoder_ABC174_C.json,39,2,37,36,1.03,2,1,1,0.9230769230769231,1.0277777777777777,correct,38,431.7368421052632,3164.0,102.0,592.7089292580217,5,28,0,0,0,0,0,5.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ARC086_B___codeforces_514_A___atcoder_ABC172_D.json,80,16,64,50,1.23,2,1,1,0.625,1.28,correct,79,410.0632911392405,2374.0,100.0,394.8699020343527,7,63,0,0,0,0,0,8.0,1.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC114_C___codeforces_514_A___codeforces_8_B.json,109,25,84,37,1.29,5,1,1,0.3394495412844037,2.27027027027027,incorrect,108,415.1574074074074,2245.0,107.0,457.7663396541061,11,81,0,0,0,0,0,16.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC140_D___codeforces_669_A___codeforces_58_B.json,45,11,34,17,1.29,3,1,1,0.37777777777777777,2.0,correct,44,578.2954545454545,6542.0,116.0,1066.1600861414688,7,32,0,0,2,0,0,3.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC169_D___codeforces_59_A___atcoder_ABC114_C.json,92,27,65,25,1.4,4,1,2,0.2717391304347826,2.6,incorrect,91,480.7032967032967,4573.0,100.0,633.6594510286261,8,71,0,4,2,0,0,6.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC110_C___atcoder_AGC034_B___atcoder_ABC120_C.json,92,20,72,27,1.26,3,1,2,0.29347826086956524,2.6666666666666665,correct,91,396.0,3603.0,100.0,474.9931227572318,18,62,1,0,0,0,0,10.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_651_A___atcoder_ABC158_A___atcoder_ABC151_A.json,96,24,72,42,1.32,5,1,1,0.4375,1.7142857142857142,incorrect,95,461.2842105263158,11592.0,112.0,1192.2269227736547,4,87,0,0,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC109_B___atcoder_ABC151_A___atcoder_ABC155_E.json,71,12,59,40,1.19,2,1,1,0.5633802816901409,1.475,correct,70,402.64285714285717,3587.0,100.0,576.3981875408822,4,56,0,0,1,0,0,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC147_D___codeforces_59_A___atcoder_ABC132_A.json,63,13,50,27,1.24,2,1,2,0.42857142857142855,1.8518518518518519,correct,62,400.0806451612903,3952.0,102.0,572.081339464513,9,48,1,0,2,0,0,2.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC105_D___codeforces_8_B___atcoder_ABC155_E.json,142,39,103,43,1.37,4,1,1,0.3028169014084507,2.395348837209302,incorrect,141,334.65248226950354,1933.0,100.0,309.71140912181926,22,95,1,1,1,0,0,20.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_629_A___atcoder_ABC135_D___codeforces_514_A.json,101,24,77,35,1.3,4,1,1,0.3465346534653465,2.2,incorrect,100,434.43,3475.0,101.0,515.544259922845,18,65,0,0,1,0,0,16.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_644_B___codeforces_678_B___atcoder_ABC114_C.json,156,48,108,38,1.44,5,1,1,0.24358974358974358,2.8421052631578947,incorrect,155,311.49032258064517,4547.0,100.0,433.3101580710492,18,114,0,0,1,0,0,22.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC125_B___atcoder_ABC151_A___codeforces_59_A.json,74,19,55,29,1.33,3,1,2,0.3918918918918919,1.896551724137931,correct,73,320.2739726027397,2069.0,102.0,291.21614062954325,10,61,0,0,0,0,0,2.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC006_A___atcoder_ABC178_A___atcoder_ABC149_C.json,69,20,49,24,1.39,3,1,1,0.34782608695652173,2.0416666666666665,incorrect,68,606.8529411764706,4996.0,104.0,771.1280410300627,18,33,1,6,4,0,0,6.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_131_B___codeforces_8_B___codeforces_32_B.json,138,50,88,39,1.56,6,1,1,0.2826086956521739,2.2564102564102564,correct,137,324.7007299270073,2786.0,100.0,294.5499399623368,6,86,0,1,0,0,2,42.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_404_A___codeforces_59_A___codeforces_276_B.json,44,11,33,18,1.3,3,1,1,0.4090909090909091,1.8333333333333333,incorrect,43,721.7209302325581,5457.0,100.0,1102.5065667784434,6,31,1,1,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_AGC033_A___atcoder_ABC122_D___atcoder_ABC114_C.json,96,22,74,22,1.28,4,1,1,0.22916666666666666,3.3636363636363638,incorrect,95,465.10526315789474,3860.0,100.0,626.3631173362928,22,42,0,3,1,0,0,25.0,2.0,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_222_A___atcoder_ABC132_A___atcoder_ABC124_C.json,69,12,57,38,1.19,3,1,1,0.5507246376811594,1.5,correct,68,432.8235294117647,3638.0,101.0,569.0626737032422,7,52,1,0,0,0,0,8.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC132_F___atcoder_ABC151_A___atcoder_ABC158_A.json,85,22,63,24,1.33,5,1,1,0.2823529411764706,2.625,correct,84,382.2738095238095,2142.0,100.0,354.95889295992674,5,63,1,2,0,0,0,11.0,1.0,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_421_A___codeforces_49_A___atcoder_ABC135_D.json,75,16,59,45,1.25,4,1,1,0.6,1.3111111111111111,correct,74,494.94594594594594,6398.0,105.0,870.4136773057244,16,44,1,0,2,0,0,11.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC164_D___atcoder_ABC170_A___codeforces_147_A.json,15,3,12,11,1.17,2,1,1,0.7333333333333333,1.0909090909090908,incorrect,14,3046.4285714285716,38980.0,102.0,10343.20531121229,3,10,0,0,0,0,0,1.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_265_B___atcoder_ABC114_C___codeforces_669_A.json,97,16,81,44,1.19,3,1,1,0.4536082474226804,1.8409090909090908,correct,96,363.7395833333333,3191.0,102.0,396.3764092186715,10,75,0,0,2,0,0,9.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_216_B___atcoder_ABC124_C___atcoder_ABC151_A.json,84,18,66,52,1.26,4,1,1,0.6190476190476191,1.2692307692307692,correct,83,394.28915662650604,3293.0,100.0,457.81982104264983,13,53,2,4,1,0,0,8.0,1.0,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC145_B___atcoder_ABC135_D___codeforces_669_A.json,92,24,68,30,1.34,3,1,1,0.32608695652173914,2.2666666666666666,correct,91,443.31868131868134,3760.0,100.0,555.8792610534709,20,62,1,0,3,0,0,5.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC105_D___atcoder_ABC124_C___codeforces_276_B.json,98,19,79,29,1.23,4,1,1,0.29591836734693877,2.7241379310344827,correct,97,424.6082474226804,8353.0,100.0,880.8539719676988,13,55,2,0,1,0,0,26.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_617_B___codeforces_96_B___codeforces_276_B.json,65,12,53,42,1.21,3,1,1,0.6461538461538462,1.2619047619047619,incorrect,64,606.40625,2127.0,108.0,524.4422802913042,14,39,1,0,0,0,0,9.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC153_A___codeforces_59_A___atcoder_ARC062_B.json,44,5,39,23,1.1,2,1,1,0.5227272727272727,1.6956521739130435,correct,43,457.6046511627907,2882.0,137.0,512.1259675553646,4,35,0,0,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_92_A___atcoder_ABC124_C___codeforces_96_B.json,311,282,29,13,10.69,234,1,1,0.04180064308681672,2.230769230769231,incorrect,310,162.50645161290322,3156.0,100.0,292.1317890249009,6,298,0,1,0,0,0,5.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC124_A___codeforces_110_B___codeforces_32_B.json,54,10,44,25,1.2,3,1,1,0.46296296296296297,1.76,correct,53,467.1320754716981,2613.0,100.0,479.2768205141451,10,38,0,1,1,0,0,3.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC169_E___codeforces_669_A___atcoder_ABC151_A.json,34,5,29,15,1.14,2,1,2,0.4411764705882353,1.9333333333333333,correct,33,393.6060606060606,1340.0,103.0,322.60627506625036,4,22,2,1,3,0,0,1.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC114_C___atcoder_ABC149_C___codeforces_110_B.json,74,12,62,42,1.18,4,1,2,0.5675675675675675,1.4761904761904763,incorrect,73,498.4109589041096,3627.0,102.0,575.861066279022,19,42,0,4,1,0,0,4.0,1.0,2.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_codeforces_607_A___codeforces_514_A___codeforces_669_A.json,72,22,50,20,1.42,5,1,1,0.2777777777777778,2.5,correct,71,483.0845070422535,4119.0,100.0,648.3005640348988,13,35,0,8,2,0,0,13.0,,
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC110_C___atcoder_ABC135_D___atcoder_ABC151_A.json,138,53,85,29,1.61,4,1,1,0.21014492753623187,2.9310344827586206,incorrect,137,356.17518248175185,3929.0,103.0,414.82024629049056,18,104,0,1,0,0,0,13.0,,1.0
../codelingua/segment_trees/qwq_level3_Java_C/qid_atcoder_ABC109_B___atcoder_ABC151_A___codeforces_147_A.json,95,22,73,46,1.29,5,1,1,0.4842105263157895,1.5869565217391304,correct,94,388.3404255319149,3090.0,101.0,481.72225864831734,15,48,7,4,0,0,0,19.0,,1.0
