file,total_nodes,leaf_nodes,internal_nodes,max_depth,average_branching_factor,max_branching_factor,min_branching_factor,first_branching_factor,depth_per_nodes,internal_per_depth,state,total_segments,avg_segment_len,max_segment_len,min_segment_len,std_dev_len,code_analysis,mental_execution,test_generation,bug_fixing,language_mapping,high_level_plan,empty, ,plan_outlining,outline
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC170_A___atcoder_AGC025_A.json,38,4,34,32,1.09,3,1,1,0.8421052631578947,1.0625,correct,37,372.02702702702703,1561.0,16.0,330.15917764403065,4,23,1,0,1,0,1,7.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC043_B___atcoder_ABC114_C.json,76,16,60,38,1.25,2,1,1,0.5,1.5789473684210527,incorrect,75,344.97333333333336,2475.0,103.0,337.6645934320886,5,64,0,1,1,0,0,4.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC139_B___codeforces_622_A.json,24,1,23,23,1.0,1,1,1,0.9583333333333334,1.0,correct,23,1086.8260869565217,4368.0,98.0,1087.4400151554405,2,17,0,0,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_534_B___atcoder_ABC135_D.json,52,9,43,27,1.19,3,1,1,0.5192307692307693,1.5925925925925926,correct,51,471.47058823529414,2810.0,104.0,575.7374176807054,12,31,1,2,0,0,0,4.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC004_B___atcoder_AGC046_A.json,51,8,43,30,1.16,2,1,1,0.5882352941176471,1.4333333333333333,correct,50,451.1,3185.0,103.0,487.3225579738784,8,32,0,3,2,0,0,3.0,1.0,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC149_B___codeforces_147_A.json,113,28,85,35,1.32,6,1,1,0.30973451327433627,2.4285714285714284,incorrect,112,421.38392857142856,3618.0,103.0,470.84859649409947,7,61,0,12,6,0,0,26.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC126_E___codeforces_669_A.json,47,13,34,27,1.35,4,1,1,0.574468085106383,1.2592592592592593,correct,46,385.7608695652174,2542.0,103.0,423.0376492193157,17,11,0,2,1,0,0,13.0,1.0,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC133_B___atcoder_ABC178_A.json,32,7,25,17,1.24,3,1,1,0.53125,1.4705882352941178,correct,31,405.258064516129,1424.0,102.0,324.4036547001216,9,15,0,0,1,0,0,4.0,2.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC149_C___atcoder_ABC174_C.json,33,3,30,25,1.07,2,1,1,0.7575757575757576,1.2,correct,32,604.59375,2619.0,102.0,556.2628097473931,7,18,0,2,2,0,0,3.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_146_A___codeforces_49_A.json,48,14,34,29,1.38,3,1,1,0.6041666666666666,1.1724137931034482,correct,47,341.1063829787234,1880.0,110.0,328.89083916826667,7,34,1,1,0,0,0,3.0,1.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC154_A___codeforces_79_A.json,28,5,23,22,1.17,2,1,1,0.7857142857142857,1.0454545454545454,incorrect,27,510.81481481481484,3095.0,98.0,661.9090128639596,2,18,3,0,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_354_A___atcoder_ABC124_C.json,53,13,40,33,1.3,3,1,1,0.6226415094339622,1.2121212121212122,correct,52,394.1730769230769,2817.0,104.0,428.25293612554583,13,28,0,0,0,0,0,9.0,1.0,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_154_A___atcoder_ABC164_D.json,87,21,66,28,1.3,3,1,1,0.3218390804597701,2.357142857142857,incorrect,86,457.72093023255815,3363.0,81.0,529.1693079704718,20,50,3,2,0,0,0,9.0,2.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_569_A___atcoder_ABC169_D.json,36,7,29,24,1.21,2,1,1,0.6666666666666666,1.2083333333333333,correct,35,600.9714285714285,3125.0,107.0,703.372317344607,8,18,0,0,0,0,0,9.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC140_D___atcoder_ABC114_C.json,63,13,50,28,1.24,4,1,1,0.4444444444444444,1.7857142857142858,incorrect,62,481.51612903225805,1914.0,110.0,347.3580258123387,7,41,2,3,1,0,0,7.0,1.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC178_A___atcoder_ARC062_B.json,56,8,48,33,1.15,3,1,1,0.5892857142857143,1.4545454545454546,correct,55,331.8181818181818,1447.0,100.0,225.434402950548,7,45,0,1,0,0,0,2.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC150_C___atcoder_ABC114_C.json,66,12,54,34,1.2,3,1,1,0.5151515151515151,1.588235294117647,correct,65,522.5692307692308,2744.0,116.0,530.7490275906886,6,36,0,4,0,0,0,17.0,,2.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_274_A___atcoder_ABC132_A.json,61,12,49,34,1.22,3,1,1,0.5573770491803278,1.4411764705882353,correct,60,421.3833333333333,2619.0,98.0,458.3283218010554,6,34,0,5,2,0,0,13.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_632_B___codeforces_276_B.json,56,10,46,28,1.2,2,1,1,0.5,1.6428571428571428,correct,55,360.72727272727275,3449.0,98.0,488.49252068065766,13,34,2,1,2,0,0,3.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC155_E___atcoder_ABC135_D.json,59,8,51,46,1.14,2,1,1,0.7796610169491526,1.108695652173913,incorrect,58,577.9310344827586,5368.0,100.0,854.3699404592337,14,38,0,2,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC155_E___codeforces_276_B.json,46,7,39,29,1.15,2,1,1,0.6304347826086957,1.3448275862068966,incorrect,45,548.9333333333333,2367.0,110.0,487.85664809543084,8,30,0,0,2,0,0,5.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_106_B___atcoder_ABC114_C.json,64,15,49,28,1.29,2,1,1,0.4375,1.75,incorrect,63,364.06349206349205,2596.0,106.0,381.035426048206,6,41,1,2,3,0,0,10.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_106_B___codeforces_96_B.json,65,9,56,39,1.14,2,1,1,0.6,1.435897435897436,correct,64,510.375,3497.0,104.0,604.0999470549108,8,39,0,6,0,0,0,10.0,1.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC122_D___codeforces_669_A.json,65,17,48,20,1.33,3,1,1,0.3076923076923077,2.4,incorrect,64,509.890625,2784.0,100.0,511.69128581030805,19,34,0,3,0,0,0,8.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC111_C___atcoder_ABC149_C.json,59,14,45,29,1.29,3,1,1,0.4915254237288136,1.5517241379310345,correct,58,449.94827586206895,3563.0,104.0,621.0559039846318,22,25,2,1,1,0,0,6.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC046_A___atcoder_ABC174_C.json,23,2,21,21,1.05,2,1,1,0.9130434782608695,1.0,correct,22,476.5,1270.0,123.0,357.5891164318011,3,16,0,1,0,0,0,2.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_351_A___codeforces_147_A.json,101,23,78,52,1.28,4,1,1,0.5148514851485149,1.5,incorrect,100,425.21,4962.0,102.0,642.3171169187916,13,53,1,15,2,0,0,15.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_350_B___codeforces_581_B.json,75,17,58,42,1.28,3,1,1,0.56,1.380952380952381,correct,74,398.1756756756757,2610.0,98.0,424.56541384467346,11,48,0,2,0,0,0,12.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_673_A___codeforces_334_A.json,59,12,47,34,1.23,3,1,1,0.576271186440678,1.3823529411764706,correct,58,371.37931034482756,1651.0,98.0,332.4231517886955,13,32,5,1,0,0,0,7.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC135_D___atcoder_ABC136_B.json,44,11,33,28,1.3,3,1,1,0.6363636363636364,1.1785714285714286,incorrect,43,837.7441860465116,7232.0,106.0,1270.6562813688286,10,23,0,1,0,0,0,9.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC125_C___atcoder_ABC124_C.json,60,16,44,29,1.34,3,1,1,0.48333333333333334,1.5172413793103448,correct,59,437.59322033898303,2325.0,103.0,442.3701881925585,8,35,0,0,0,0,0,15.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_171_A___atcoder_AGC034_B.json,128,37,91,29,1.4,5,1,1,0.2265625,3.1379310344827585,incorrect,127,356.11811023622045,4123.0,105.0,494.6213176198732,16,101,0,2,0,0,0,7.0,1.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_678_A___codeforces_669_A.json,42,6,36,30,1.14,2,1,1,0.7142857142857143,1.2,incorrect,41,400.4146341463415,2131.0,101.0,384.6741462335204,2,34,0,2,1,0,0,2.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_23_B___codeforces_514_A.json,75,10,65,61,1.14,3,1,1,0.8133333333333334,1.0655737704918034,correct,74,410.86486486486484,3180.0,108.0,566.5838588943128,8,57,0,4,0,0,0,5.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC006_A___codeforces_669_A.json,60,11,49,36,1.2,4,1,1,0.6,1.3611111111111112,incorrect,59,434.22033898305085,2318.0,98.0,456.93623896091367,10,38,0,2,2,0,0,7.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC142_A___atcoder_ABC132_A.json,103,32,71,30,1.44,3,1,1,0.2912621359223301,2.3666666666666667,correct,102,292.97058823529414,1743.0,98.0,239.74105072684347,3,71,1,0,3,0,0,24.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_651_A___codeforces_147_A.json,90,23,67,33,1.33,4,1,1,0.36666666666666664,2.0303030303030303,correct,89,419.91011235955057,3644.0,98.0,517.5628780520171,17,47,0,3,4,0,0,17.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC168_B___atcoder_ABC158_A.json,36,6,30,12,1.17,2,1,1,0.3333333333333333,2.5,correct,35,403.77142857142854,1740.0,115.0,302.40186407321966,6,24,3,0,0,0,0,2.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_622_A___atcoder_ABC172_D.json,16,1,15,15,1.0,1,1,1,0.9375,1.0,incorrect,15,738.8,3058.0,174.0,870.2331543081674,2,10,0,0,2,0,0,1.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_665_A___atcoder_AGC046_A.json,21,5,16,13,1.25,2,1,1,0.6190476190476191,1.2307692307692308,correct,20,409.3,2093.0,98.0,466.99792628864503,7,9,1,1,0,0,0,2.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC007_C___codeforces_147_A.json,94,25,69,44,1.35,4,1,1,0.46808510638297873,1.5681818181818181,correct,93,426.35483870967744,2991.0,98.0,477.6762739773639,15,46,0,9,4,0,0,19.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_146_A___atcoder_ABC051_A.json,52,14,38,32,1.34,3,1,1,0.6153846153846154,1.1875,incorrect,51,363.2156862745098,2514.0,101.0,384.16940605547916,9,35,2,1,0,0,0,4.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_37_A___codeforces_92_A.json,24,2,22,18,1.05,2,1,1,0.75,1.2222222222222223,correct,23,588.695652173913,3809.0,98.0,885.6742903667243,1,16,0,0,0,0,0,6.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC167_C___codeforces_59_A.json,83,25,58,28,1.41,3,1,1,0.3373493975903614,2.0714285714285716,correct,82,408.5487804878049,3862.0,100.0,510.00634594064513,15,40,0,3,1,0,0,22.0,1.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_351_A___atcoder_ARC062_B.json,196,93,103,26,1.89,35,1,1,0.1326530612244898,3.9615384615384617,incorrect,195,297.14871794871794,715.0,101.0,182.7733468689225,4,79,0,0,0,0,0,112.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC167_C___atcoder_ABC051_A.json,71,17,54,43,1.3,3,1,1,0.6056338028169014,1.255813953488372,correct,70,336.25714285714287,2141.0,100.0,323.44744821969823,15,40,0,0,0,0,0,15.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_296_A___codeforces_147_A.json,115,36,79,38,1.44,4,1,1,0.33043478260869563,2.0789473684210527,incorrect,114,459.7105263157895,4931.0,102.0,572.4596940432971,17,56,2,1,3,0,3,32.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_569_A___atcoder_AGC046_A.json,11,2,9,8,1.11,2,1,1,0.7272727272727273,1.125,correct,10,518.0,2529.0,134.0,725.3347120084937,0,7,0,1,0,0,0,2.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_629_B___codeforces_622_A.json,38,7,31,17,1.19,3,1,1,0.4473684210526316,1.8235294117647058,incorrect,37,590.2702702702703,3012.0,98.0,734.2171813362646,8,22,0,1,3,0,0,3.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_106_B___atcoder_ABC136_B.json,56,9,47,41,1.17,2,1,1,0.7321428571428571,1.146341463414634,correct,55,602.5818181818182,1877.0,103.0,440.7698102062182,10,39,0,0,1,0,0,4.0,1.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC024_B___atcoder_ABC174_C.json,29,4,25,24,1.12,2,1,1,0.8275862068965517,1.0416666666666667,correct,28,593.5357142857143,4317.0,120.0,922.12273153338,6,17,0,0,1,0,0,4.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC133_B___atcoder_AGC025_A.json,39,5,34,22,1.12,3,1,1,0.5641025641025641,1.5454545454545454,correct,38,391.8421052631579,1911.0,103.0,361.15292308786246,7,19,3,1,0,0,0,7.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_55_A___atcoder_AGC034_B.json,40,5,35,33,1.11,2,1,1,0.825,1.0606060606060606,correct,39,462.61538461538464,2935.0,105.0,504.18713189411267,5,32,0,0,0,0,0,2.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC169_C___atcoder_AGC046_A.json,44,5,39,37,1.1,2,1,1,0.8409090909090909,1.054054054054054,incorrect,43,385.13953488372096,2263.0,103.0,385.8840549646604,7,25,1,4,3,0,0,3.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC025_A___codeforces_669_A.json,16,2,14,14,1.07,2,1,1,0.875,1.0,correct,15,427.1333333333333,1795.0,108.0,423.4337301273056,2,11,0,0,1,0,0,1.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ARC102_C___atcoder_ARC062_B.json,113,37,76,25,1.47,4,1,1,0.22123893805309736,3.04,incorrect,112,400.3125,10538.0,105.0,1028.223176875509,10,71,1,5,0,0,0,23.0,1.0,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC027_A___atcoder_ABC042_A.json,99,36,63,29,1.56,3,1,1,0.29292929292929293,2.1724137931034484,incorrect,98,521.9387755102041,22924.0,106.0,2294.488554813835,5,68,1,5,0,0,0,19.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_216_B___atcoder_ABC164_D.json,82,18,64,29,1.27,3,1,1,0.35365853658536583,2.206896551724138,correct,81,444.44444444444446,3779.0,102.0,527.5947308303979,21,31,2,1,1,0,0,23.0,1.0,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ARC086_B___atcoder_ABC051_A.json,67,12,55,44,1.2,3,1,1,0.6567164179104478,1.25,incorrect,66,514.7727272727273,6265.0,87.0,818.5041101434239,12,35,1,2,0,0,0,14.0,2.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC004_B___atcoder_ABC169_D.json,49,7,42,26,1.14,2,1,1,0.5306122448979592,1.6153846153846154,incorrect,48,572.5,3563.0,104.0,787.9368697035936,11,24,1,1,1,0,0,9.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_373_B___codeforces_514_A.json,42,5,37,36,1.11,3,1,1,0.8571428571428571,1.0277777777777777,incorrect,41,617.829268292683,4284.0,107.0,744.1071126672229,8,30,0,2,0,0,0,,1.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC014_D___atcoder_ABC132_A.json,71,19,52,27,1.35,5,1,1,0.38028169014084506,1.9259259259259258,correct,70,391.2142857142857,2579.0,102.0,385.39627236064746,18,24,0,3,3,0,0,22.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC136_B___codeforces_59_A.json,46,10,36,26,1.25,3,1,1,0.5652173913043478,1.3846153846153846,incorrect,45,692.8222222222222,3950.0,100.0,837.76646477103,1,39,0,0,0,0,0,5.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_37_A___atcoder_AGC034_B.json,77,11,66,53,1.15,2,1,2,0.6883116883116883,1.2452830188679245,correct,76,404.7631578947368,3586.0,103.0,510.7515473866866,4,66,0,0,0,0,0,5.0,1.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_622_A___atcoder_ABC164_D.json,52,12,40,26,1.27,3,1,1,0.5,1.5384615384615385,incorrect,51,618.5490196078431,2292.0,73.0,592.598863101356,12,33,0,3,1,0,0,2.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_274_A___codeforces_96_B.json,73,15,58,25,1.24,3,1,1,0.3424657534246575,2.32,correct,72,437.25,5328.0,100.0,717.9940905637783,11,38,2,0,1,0,0,18.0,2.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC046_A___codeforces_49_A.json,64,14,50,25,1.26,3,1,1,0.390625,2.0,correct,63,349.8095238095238,1331.0,101.0,279.39420971803105,7,52,1,0,0,0,0,3.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_AGC028_A___codeforces_49_A.json,108,33,75,35,1.43,5,1,1,0.32407407407407407,2.142857142857143,correct,107,387.23364485981307,1994.0,98.0,333.9621653929501,20,74,0,1,0,0,0,11.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_379_A___codeforces_579_A.json,39,9,30,26,1.27,3,1,1,0.6666666666666666,1.1538461538461537,correct,38,580.8421052631579,2619.0,98.0,609.1678207644487,6,25,1,3,0,0,0,3.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_327_A___codeforces_276_B.json,69,21,48,34,1.42,6,1,1,0.4927536231884058,1.411764705882353,incorrect,68,434.0882352941176,3122.0,98.0,512.2753088899873,16,38,4,4,1,0,0,5.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC149_B___atcoder_ABC164_A.json,16,2,14,14,1.07,2,1,1,0.875,1.0,incorrect,15,560.3333333333334,1180.0,143.0,366.6788526113566,1,13,0,0,0,0,0,1.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC139_B___atcoder_ABC042_A.json,213,90,123,56,1.72,5,1,1,0.26291079812206575,2.1964285714285716,incorrect,212,272.5943396226415,1083.0,104.0,148.37376132044707,3,135,0,44,0,0,1,29.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_231_A___atcoder_ABC122_D.json,53,8,45,28,1.16,2,1,1,0.5283018867924528,1.6071428571428572,incorrect,52,650.5961538461538,10851.0,105.0,1508.2123200457745,8,35,0,1,0,0,0,7.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_282_B___codeforces_276_B.json,32,4,28,22,1.11,2,1,1,0.6875,1.2727272727272727,correct,31,402.06451612903226,2205.0,102.0,536.769592748066,5,18,0,3,0,0,0,5.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_231_A___atcoder_ABC149_C.json,33,3,30,29,1.07,2,1,1,0.8787878787878788,1.0344827586206897,incorrect,32,584.6875,2818.0,103.0,542.4980117400759,9,18,0,3,0,0,0,1.0,1.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_518_B___atcoder_ABC124_A.json,40,7,33,32,1.18,3,1,1,0.8,1.03125,incorrect,39,551.5897435897435,3394.0,98.0,706.6179537229555,8,25,1,1,1,0,0,3.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC178_A___codeforces_678_B.json,50,9,41,34,1.2,3,1,1,0.68,1.2058823529411764,correct,49,640.5102040816327,3509.0,98.0,809.8286887373407,17,26,1,0,1,0,0,4.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC132_A___codeforces_49_A.json,52,13,39,24,1.31,3,1,1,0.46153846153846156,1.625,correct,51,291.5882352941176,2799.0,109.0,381.66273994041325,10,32,2,1,0,0,0,5.0,1.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC108_B___atcoder_ABC158_A.json,25,2,23,23,1.04,2,1,1,0.92,1.0,correct,24,348.4583333333333,1321.0,109.0,260.7123984588093,1,19,1,0,0,0,0,3.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC139_B___atcoder_ABC124_C.json,37,4,33,23,1.09,2,1,1,0.6216216216216216,1.434782608695652,correct,36,468.3888888888889,1455.0,101.0,426.7990679985659,3,30,0,0,0,0,0,3.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC166_C___codeforces_669_A.json,57,11,46,35,1.22,3,1,1,0.6140350877192983,1.3142857142857143,correct,56,324.76785714285717,2325.0,98.0,357.2580931621706,16,14,0,2,1,0,0,23.0,,
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_216_B___codeforces_672_A.json,74,13,61,31,1.2,3,1,1,0.4189189189189189,1.967741935483871,incorrect,73,487.93150684931504,3435.0,102.0,498.25019732301166,14,41,0,1,2,0,0,14.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC172_D___atcoder_ABC135_D.json,56,17,39,27,1.41,4,1,1,0.48214285714285715,1.4444444444444444,correct,55,570.7636363636364,5044.0,102.0,795.1320170758594,13,28,0,1,1,0,0,10.0,2.0,
../codelingua/segment_trees/qwq_level2_Python_C/qid_atcoder_ABC133_B___codeforces_147_A.json,155,50,105,44,1.47,11,1,1,0.2838709677419355,2.3863636363636362,incorrect,154,343.9805194805195,3682.0,105.0,412.2718576198833,16,101,2,1,4,0,0,29.0,,1.0
../codelingua/segment_trees/qwq_level2_Python_C/qid_codeforces_272_B___atcoder_ABC155_E.json,114,38,76,27,1.49,4,1,1,0.23684210526315788,2.814814814814815,correct,113,338.43362831858406,2234.0,103.0,328.24593012671687,10,62,2,1,1,0,0,37.0,,
