file,total_nodes,leaf_nodes,internal_nodes,max_depth,average_branching_factor,max_branching_factor,min_branching_factor,first_branching_factor,depth_per_nodes,internal_per_depth,state,total_segments,avg_segment_len,max_segment_len,min_segment_len,std_dev_len,code_analysis,mental_execution,test_generation,bug_fixing,language_mapping,high_level_plan,empty
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC139_B___codeforces_622_A.json,26,6,20,11,1.25,2,1,1,0.4230769230769231,1.8181818181818181,correct,25,847.72,4207.0,109.0,955.4471693052071,3,11,1,0,0,10,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC174_E___atcoder_ABC172_D.json,29,8,21,17,1.33,3,1,1,0.5862068965517241,1.2352941176470589,incorrect,28,840.0714285714286,4048.0,105.0,1101.0888526252827,3,14,0,0,0,11,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_421_A___codeforces_579_A.json,51,12,39,21,1.28,4,1,1,0.4117647058823529,1.8571428571428572,incorrect,50,302.08,1068.0,100.0,235.5251916852364,3,33,0,0,0,13,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_92_A___atcoder_ARC062_B.json,46,14,32,26,1.41,3,1,1,0.5652173913043478,1.2307692307692308,correct,45,793.0222222222222,4657.0,50.0,1065.5358338091278,2,35,0,0,0,8,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC089_C___atcoder_ABC151_A.json,49,9,40,26,1.2,2,1,2,0.5306122448979592,1.5384615384615385,correct,48,370.8333333333333,2649.0,100.0,420.02291393083584,3,38,1,0,0,6,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_AGC028_A___atcoder_ABC155_E.json,81,22,59,40,1.36,4,1,2,0.49382716049382713,1.475,incorrect,80,753.525,3443.0,118.0,756.4801397913458,9,52,1,5,1,12,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC151_A___atcoder_ABC155_E.json,87,25,62,36,1.39,5,1,1,0.41379310344827586,1.7222222222222223,correct,86,465.3837209302326,2298.0,62.0,481.4008765749895,8,55,1,7,1,14,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC150_D___atcoder_ABC136_B.json,35,8,27,16,1.26,5,1,1,0.45714285714285713,1.6875,incorrect,34,595.5294117647059,3624.0,100.0,682.4954316772015,5,17,0,0,1,10,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC145_B___codeforces_276_B.json,45,11,34,26,1.29,4,1,1,0.5777777777777777,1.3076923076923077,correct,44,476.1136363636364,2166.0,105.0,477.6369262296386,2,32,0,1,0,9,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_350_B___atcoder_AGC005_B.json,117,37,80,43,1.45,7,1,1,0.36752136752136755,1.8604651162790697,correct,116,644.3879310344828,6355.0,72.0,967.3387857735103,9,78,0,0,0,28,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC151_A___atcoder_ABC170_A.json,76,13,63,52,1.19,3,1,1,0.6842105263157895,1.2115384615384615,incorrect,75,295.12,1731.0,100.0,246.50815237875844,5,56,1,0,2,11,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_612_B___atcoder_ABC149_C.json,32,8,24,22,1.29,2,1,1,0.6875,1.0909090909090908,incorrect,31,1475.9032258064517,8016.0,82.0,1879.3596312722889,6,19,0,1,0,5,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_579_A___codeforces_96_B.json,57,18,39,35,1.44,4,1,1,0.6140350877192983,1.1142857142857143,correct,56,850.375,4468.0,100.0,892.0879402737256,6,42,1,3,0,4,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_581_A___atcoder_ABC174_C.json,23,4,19,18,1.16,2,1,2,0.782608695652174,1.0555555555555556,correct,22,871.6363636363636,3867.0,144.0,921.0455521259028,4,17,0,0,0,1,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC139_B___codeforces_669_A.json,21,4,17,14,1.18,2,1,1,0.6666666666666666,1.2142857142857142,correct,20,778.65,2528.0,125.0,704.8050327647542,2,14,0,0,0,4,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_354_A___atcoder_ABC136_B.json,81,20,61,45,1.31,3,1,1,0.5555555555555556,1.3555555555555556,incorrect,80,482.9375,2237.0,68.0,443.23923716291125,14,44,0,4,3,13,2
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_58_B___atcoder_ABC158_A.json,66,14,52,35,1.25,3,1,1,0.5303030303030303,1.4857142857142858,correct,65,298.75384615384615,1189.0,104.0,213.8998035565682,3,55,0,0,0,7,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC118_C___atcoder_ABC129_E.json,103,37,66,32,1.55,5,1,1,0.3106796116504854,2.0625,incorrect,102,447.6764705882353,2273.0,102.0,430.66327297368883,22,38,0,6,0,36,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC104_C___codeforces_678_B.json,53,12,41,33,1.27,3,1,1,0.6226415094339622,1.2424242424242424,incorrect,52,487.3076923076923,4451.0,73.0,678.5850485937355,2,34,0,0,0,16,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_AGC013_A___codeforces_8_B.json,76,22,54,44,1.39,3,1,1,0.5789473684210527,1.2272727272727273,incorrect,75,605.08,5428.0,53.0,848.2787143959805,6,49,2,1,0,16,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_651_A___atcoder_ABC114_C.json,89,28,61,40,1.44,4,1,1,0.449438202247191,1.525,correct,88,913.0454545454545,12640.0,100.0,1537.511206643325,7,64,0,0,0,16,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_231_A___codeforces_147_A.json,53,18,35,25,1.49,4,1,1,0.4716981132075472,1.4,correct,52,400.03846153846155,1865.0,101.0,364.5064867514174,9,30,0,0,0,12,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC166_C___atcoder_ABC169_D.json,44,10,34,26,1.26,2,1,1,0.5909090909090909,1.3076923076923077,incorrect,43,686.6744186046511,4288.0,67.0,788.3065550952888,11,22,0,0,0,10,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_67_B___codeforces_276_B.json,62,12,50,30,1.22,3,1,1,0.4838709677419355,1.6666666666666667,incorrect,61,558.1475409836065,4300.0,72.0,743.1844507717127,13,34,0,0,0,14,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC133_B___atcoder_ABC124_C.json,102,28,74,48,1.36,3,1,1,0.47058823529411764,1.5416666666666667,incorrect,101,487.0,3588.0,67.0,548.7617880282846,12,61,0,8,0,20,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC107_D___atcoder_ABC129_E.json,99,31,68,34,1.44,4,1,1,0.3434343434343434,2.0,incorrect,98,629.3061224489796,5717.0,100.0,908.2203671025337,17,54,1,0,0,26,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_583_B___atcoder_ABC174_C.json,40,3,37,33,1.05,2,1,1,0.825,1.121212121212121,incorrect,39,987.1282051282051,5243.0,109.0,1236.6865998662713,3,31,0,0,0,5,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC178_A___atcoder_ABC155_E.json,55,16,39,29,1.38,4,1,1,0.5272727272727272,1.3448275862068966,correct,54,727.5185185185185,3201.0,102.0,682.2580085397544,10,38,0,1,0,5,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_25_A___atcoder_AGC025_A.json,21,4,17,17,1.18,3,1,1,0.8095238095238095,1.0,incorrect,20,1142.1,3564.0,58.0,1076.548378163432,3,9,1,0,0,7,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC129_E___codeforces_622_A.json,29,6,23,19,1.22,3,1,1,0.6551724137931034,1.2105263157894737,correct,28,645.3571428571429,3018.0,58.0,731.4921439180031,9,12,0,0,0,7,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_AGC028_A___atcoder_ABC120_C.json,75,24,51,34,1.45,4,1,1,0.4533333333333333,1.5,correct,74,516.5135135135135,3416.0,101.0,576.7165264405711,10,47,2,0,0,14,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC128_C___atcoder_ABC120_C.json,73,21,52,41,1.38,3,1,1,0.5616438356164384,1.2682926829268293,incorrect,72,445.625,2106.0,58.0,458.6798397821025,13,42,1,0,0,15,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_632_B___codeforces_514_A.json,56,20,36,16,1.53,4,1,1,0.2857142857142857,2.25,correct,55,845.4363636363636,4082.0,78.0,966.083881099289,5,34,0,0,1,15,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_AGC028_B___atcoder_ABC124_C.json,69,19,50,32,1.36,3,1,1,0.463768115942029,1.5625,incorrect,68,667.5588235294117,5224.0,72.0,989.0024882988323,5,39,1,1,3,19,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC135_D___codeforces_8_B.json,74,16,58,46,1.26,4,1,1,0.6216216216216216,1.2608695652173914,incorrect,73,551.7808219178082,8737.0,100.0,1149.5727980256083,8,40,0,0,0,25,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_287_A___atcoder_ABC051_A.json,65,18,47,34,1.36,6,1,1,0.5230769230769231,1.3823529411764706,correct,64,558.4375,4951.0,100.0,847.6267686245455,8,39,1,4,1,10,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_23_B___atcoder_ABC172_D.json,30,12,18,14,1.61,4,1,1,0.4666666666666667,1.2857142857142858,correct,29,475.41379310344826,2916.0,115.0,597.6619635380007,2,24,0,1,0,2,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC114_C___atcoder_ABC155_E.json,74,19,55,22,1.33,4,1,1,0.2972972972972973,2.5,correct,73,712.027397260274,5591.0,73.0,902.3644399976644,8,44,0,2,0,19,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_327_A___atcoder_ABC051_A.json,67,13,54,30,1.22,3,1,1,0.44776119402985076,1.8,incorrect,66,519.6666666666666,2653.0,72.0,556.7687085961234,10,41,0,1,0,14,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_514_A___atcoder_ABC155_E.json,90,35,55,35,1.62,5,1,1,0.3888888888888889,1.5714285714285714,correct,89,566.0449438202247,5024.0,78.0,858.4055371087242,8,61,1,3,0,16,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_665_A___atcoder_AGC025_A.json,27,9,18,12,1.44,4,1,1,0.4444444444444444,1.5,incorrect,26,925.7307692307693,3470.0,72.0,1011.6541922096625,9,9,1,0,0,7,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_624_B___codeforces_59_A.json,79,21,58,40,1.34,3,1,1,0.5063291139240507,1.45,incorrect,78,426.8076923076923,2968.0,73.0,552.6386071113111,8,54,0,1,0,15,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC124_A___atcoder_ABC142_A.json,57,17,40,29,1.4,4,1,1,0.5087719298245614,1.3793103448275863,correct,56,643.3035714285714,3979.0,100.0,636.054655159955,3,44,2,2,0,5,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_AGC007_C___codeforces_147_A.json,95,32,63,34,1.49,4,1,1,0.35789473684210527,1.8529411764705883,correct,94,502.5744680851064,3241.0,67.0,602.2537508528948,10,62,0,0,0,21,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC153_A___atcoder_AGC034_B.json,43,13,30,27,1.4,3,1,1,0.627906976744186,1.1111111111111112,correct,42,445.64285714285717,2122.0,65.0,421.9239222505017,6,31,0,0,0,5,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_514_A___atcoder_ABC158_A.json,38,9,29,13,1.28,3,1,1,0.34210526315789475,2.230769230769231,correct,37,699.0540540540541,4559.0,78.0,901.7517811320224,2,28,0,0,1,6,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_333_B___atcoder_ABC122_D.json,59,20,39,28,1.49,4,1,1,0.4745762711864407,1.3928571428571428,correct,58,779.3103448275862,4372.0,68.0,903.3521239755332,8,38,0,0,0,12,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC124_A___atcoder_ABC136_B.json,50,12,38,20,1.29,3,1,1,0.4,1.9,correct,49,507.53061224489795,3556.0,68.0,651.9203396517864,12,14,1,4,1,17,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_147_A___atcoder_ABC170_A.json,117,39,78,33,1.49,5,1,1,0.28205128205128205,2.3636363636363638,incorrect,116,453.2931034482759,4179.0,87.0,629.1274843815027,10,83,2,0,0,20,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC126_E___atcoder_ABC114_C.json,58,25,33,26,1.73,5,1,2,0.4482758620689655,1.2692307692307692,incorrect,57,909.5087719298245,7280.0,108.0,1333.704603228046,10,31,0,0,0,15,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_AGC029_C___codeforces_59_A.json,117,30,87,44,1.33,5,1,1,0.37606837606837606,1.9772727272727273,incorrect,116,409.5431034482759,2241.0,73.0,396.68233687272567,13,56,1,0,1,45,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_148_B___atcoder_AGC025_A.json,21,5,16,14,1.25,3,1,1,0.6666666666666666,1.1428571428571428,incorrect,20,1212.45,4625.0,67.0,1367.390772121931,2,15,0,0,0,3,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC178_A___atcoder_ABC169_D.json,33,10,23,16,1.39,4,1,1,0.48484848484848486,1.4375,correct,32,760.59375,5491.0,115.0,1147.8006980919304,7,18,0,0,0,7,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_106_B___atcoder_ABC169_D.json,44,13,31,18,1.39,3,1,1,0.4090909090909091,1.7222222222222223,correct,43,657.8604651162791,2232.0,104.0,620.9281294732967,6,27,0,0,0,10,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC125_C___codeforces_622_A.json,30,12,18,15,1.61,5,1,1,0.5,1.2,incorrect,29,947.6896551724138,5351.0,73.0,1228.9069214854626,3,16,0,1,0,9,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC169_D___atcoder_ABC136_B.json,21,6,15,15,1.33,3,1,1,0.7142857142857143,1.0,correct,20,855.35,3377.0,101.0,870.2172913764276,4,9,0,0,1,6,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC111_C___atcoder_ABC155_E.json,55,9,46,39,1.17,4,1,1,0.7090909090909091,1.1794871794871795,correct,54,714.3333333333334,7223.0,107.0,1102.166768191484,14,27,0,2,0,11,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC051_A___atcoder_ABC170_A.json,106,29,77,60,1.36,5,1,1,0.5660377358490566,1.2833333333333334,incorrect,105,581.3047619047619,2844.0,103.0,573.1678188234215,11,76,1,3,0,14,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_350_B___atcoder_ABC111_C.json,51,9,42,29,1.19,2,1,1,0.5686274509803921,1.4482758620689655,incorrect,50,799.78,3642.0,100.0,800.2352279173917,7,29,0,1,0,13,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_AGC027_B___codeforces_96_B.json,89,35,54,27,1.63,6,1,1,0.30337078651685395,2.0,incorrect,88,482.64772727272725,3473.0,100.0,600.0099240515049,12,59,1,2,1,13,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_92_A___atcoder_ABC124_C.json,60,18,42,29,1.4,3,1,1,0.48333333333333334,1.4482758620689655,incorrect,59,535.0338983050848,3498.0,67.0,775.416928254856,4,34,0,0,0,21,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_354_A___atcoder_ABC158_A.json,93,25,68,46,1.35,3,1,1,0.4946236559139785,1.4782608695652173,incorrect,92,392.4347826086956,1925.0,101.0,325.6449662617258,12,56,1,3,1,19,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC178_B___atcoder_ARC062_B.json,69,21,48,23,1.42,4,1,1,0.3333333333333333,2.0869565217391304,correct,68,503.94117647058823,2910.0,101.0,552.5175997022039,5,45,2,0,0,16,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC104_C___atcoder_ABC155_E.json,50,13,37,27,1.32,3,1,1,0.54,1.3703703703703705,correct,49,579.9183673469388,2197.0,72.0,635.279296738014,13,17,0,1,1,17,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC114_C___atcoder_ABC149_C.json,66,24,42,24,1.55,3,1,1,0.36363636363636365,1.75,correct,65,1086.0923076923077,7915.0,117.0,1475.1727517806698,2,44,0,1,0,18,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_268_A___atcoder_ABC136_B.json,25,6,19,17,1.26,3,1,1,0.68,1.1176470588235294,correct,24,470.5833333333333,2493.0,72.0,568.5477240238973,2,13,0,0,0,9,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_629_B___atcoder_AGC025_A.json,27,6,21,20,1.24,3,1,1,0.7407407407407407,1.05,incorrect,26,609.2307692307693,1973.0,72.0,590.9277659878444,3,17,0,1,0,5,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_92_A___codeforces_58_B.json,40,8,32,20,1.22,3,1,1,0.5,1.6,correct,39,517.974358974359,3159.0,104.0,586.9264944194903,5,26,0,2,0,6,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC143_A___atcoder_ABC178_A.json,8,1,7,7,1.0,1,1,1,0.875,1.0,correct,7,667.5714285714286,1121.0,58.0,415.2717412100408,0,5,0,0,0,2,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_231_A___atcoder_AGC034_B.json,67,24,43,36,1.53,6,1,1,0.5373134328358209,1.1944444444444444,correct,66,410.59090909090907,3300.0,101.0,503.72364148708266,5,43,0,1,0,17,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC125_C___atcoder_ABC120_C.json,56,13,43,28,1.28,3,1,1,0.5,1.5357142857142858,incorrect,55,846.1454545454545,5714.0,108.0,1225.0871838692985,4,41,0,0,1,9,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_99_A___atcoder_ABC164_D.json,98,36,62,44,1.56,5,1,1,0.4489795918367347,1.4090909090909092,incorrect,97,438.22680412371136,3021.0,82.0,492.51115692004555,6,75,0,1,0,15,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC174_C___atcoder_AGC025_A.json,20,6,14,10,1.36,2,1,1,0.5,1.4,incorrect,19,2089.5263157894738,5366.0,130.0,1613.349737121188,2,14,0,0,0,3,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC153_A___atcoder_ARC062_B.json,34,11,23,17,1.43,4,1,1,0.5,1.3529411764705883,correct,33,438.24242424242425,2161.0,102.0,423.326412941526,5,19,0,1,0,8,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC132_A___codeforces_49_A.json,39,8,31,19,1.23,2,1,1,0.48717948717948717,1.631578947368421,correct,38,467.36842105263156,1967.0,67.0,448.1987023783712,6,19,0,0,0,13,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_25_A___codeforces_58_B.json,58,14,44,30,1.3,3,1,1,0.5172413793103449,1.4666666666666666,correct,57,478.8421052631579,1735.0,104.0,473.42942563029555,0,41,2,1,0,13,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC142_A___codeforces_49_A.json,64,19,45,36,1.4,4,1,1,0.5625,1.25,correct,63,636.3968253968254,3414.0,83.0,655.1908251869177,8,47,0,0,1,6,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC070_B___atcoder_ABC149_C.json,38,10,28,27,1.32,3,1,1,0.7105263157894737,1.037037037037037,incorrect,37,999.2432432432432,4415.0,116.0,940.2772465078056,2,27,0,1,0,7,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC108_B___atcoder_ABC114_C.json,95,40,55,28,1.71,5,1,1,0.29473684210526313,1.9642857142857142,correct,94,447.67021276595744,2091.0,68.0,389.79686985446835,13,63,0,0,0,18,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_596_B___atcoder_ABC051_A.json,51,13,38,33,1.32,2,1,1,0.6470588235294118,1.1515151515151516,incorrect,50,320.9,1129.0,100.0,232.0672184466195,4,30,1,2,1,12,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC174_C___codeforces_8_B.json,48,12,36,25,1.31,3,1,1,0.5208333333333334,1.44,correct,47,950.4893617021277,6407.0,78.0,1239.0882670657559,2,37,0,0,0,8,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC124_C___atcoder_ABC151_A.json,71,22,49,40,1.43,3,1,1,0.5633802816901409,1.225,correct,70,489.1714285714286,3298.0,107.0,537.0364997562021,9,50,0,1,0,10,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC155_D___atcoder_ABC169_D.json,99,34,65,48,1.51,5,1,2,0.48484848484848486,1.3541666666666667,incorrect,98,526.3571428571429,3718.0,100.0,547.8217832338971,9,69,0,2,0,18,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC112_C___atcoder_ABC124_A.json,60,14,46,33,1.28,3,1,1,0.55,1.393939393939394,incorrect,59,363.1186440677966,1341.0,100.0,276.8928016614424,9,40,0,1,0,9,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC042_A___atcoder_ABC151_A.json,45,10,35,32,1.26,3,1,1,0.7111111111111111,1.09375,correct,44,495.52272727272725,2636.0,68.0,541.1729933891605,4,32,0,3,0,5,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC154_A___atcoder_ABC155_E.json,100,26,74,57,1.34,3,1,1,0.57,1.2982456140350878,correct,99,501.979797979798,3368.0,58.0,599.3003740723212,9,63,0,2,0,25,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_AGC028_B___atcoder_ABC170_A.json,101,31,70,50,1.43,4,1,1,0.49504950495049505,1.4,correct,100,383.2,4447.0,100.0,542.3918036685923,3,76,1,4,0,15,1
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC174_C___atcoder_ABC114_C.json,52,14,38,21,1.34,3,1,1,0.40384615384615385,1.8095238095238095,incorrect,51,744.5686274509804,4047.0,102.0,802.7290764610924,6,29,1,1,0,14,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_atcoder_ABC136_B___atcoder_ABC142_A.json,95,30,65,27,1.45,4,1,1,0.28421052631578947,2.4074074074074074,correct,94,628.8404255319149,2866.0,101.0,624.3438758708629,8,58,3,1,1,23,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_581_A___codeforces_672_A.json,64,17,47,26,1.34,3,1,1,0.40625,1.8076923076923077,correct,63,439.26984126984127,2736.0,101.0,426.93816906527945,6,48,1,1,0,7,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_669_A___atcoder_ABC132_A.json,47,10,37,31,1.24,3,1,1,0.6595744680851063,1.1935483870967742,correct,46,629.3913043478261,3333.0,105.0,693.1240221958316,3,38,0,1,0,4,0
../codelingua/segment_trees/r1_level2_Java_Fortran/qid_codeforces_534_B___atcoder_ABC051_A.json,54,13,41,24,1.29,3,1,1,0.4444444444444444,1.7083333333333333,correct,53,590.8867924528302,4201.0,121.0,735.6406851900059,11,33,0,0,0,9,0
