file,total_nodes,leaf_nodes,internal_nodes,max_depth,average_branching_factor,max_branching_factor,min_branching_factor,first_branching_factor,depth_per_nodes,internal_per_depth,state,total_segments,avg_segment_len,max_segment_len,min_segment_len,std_dev_len,code_analysis,mental_execution,test_generation,bug_fixing,language_mapping,high_level_plan,empty, ,plan_outlining,outline,planning
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_567_A.json,58,11,47,25,1.21,3,1,1,0.43103448275862066,1.88,correct,57,563.3508771929825,2880.0,100.0,575.566103043283,12,40,0,2,1,0,0,2.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC007_C.json,48,6,42,42,1.12,2,1,1,0.875,1.0,incorrect,47,418.0425531914894,2675.0,106.0,458.5714091396192,19,21,1,3,2,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_404_A.json,68,13,55,38,1.22,6,1,1,0.5588235294117647,1.4473684210526316,incorrect,67,523.6119402985074,3826.0,16.0,679.9329502421294,11,42,1,0,2,0,1,9.0,1.0,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC166_C.json,40,13,27,19,1.44,4,1,1,0.475,1.4210526315789473,correct,39,569.0512820512821,2784.0,101.0,680.7266221788669,11,13,0,0,0,0,0,13.0,1.0,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC021_B.json,62,14,48,30,1.27,3,1,1,0.4838709677419355,1.6,incorrect,61,514.5409836065573,3010.0,102.0,557.3394708724205,25,23,0,6,2,0,0,4.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC028_A.json,57,18,39,27,1.44,4,1,1,0.47368421052631576,1.4444444444444444,incorrect,56,419.4107142857143,3337.0,103.0,478.54547715060346,11,27,4,3,2,0,0,9.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_579_A.json,25,6,19,16,1.26,2,1,1,0.64,1.1875,correct,24,465.75,1911.0,109.0,454.0264548890631,2,19,0,1,0,0,0,2.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_350_B.json,95,30,65,37,1.45,4,1,1,0.3894736842105263,1.7567567567567568,incorrect,94,473.97872340425533,3059.0,104.0,541.5957103974638,23,39,4,5,1,0,0,21.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC037_E.json,76,21,55,32,1.36,3,1,1,0.42105263157894735,1.71875,correct,75,591.5066666666667,4488.0,102.0,658.8367589585109,21,47,0,2,0,0,0,5.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC174_C.json,64,7,57,53,1.11,3,1,1,0.828125,1.0754716981132075,correct,63,387.76190476190476,1511.0,100.0,299.30406991432824,20,38,0,5,0,0,0,,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC033_B.json,60,14,46,38,1.28,4,1,1,0.6333333333333333,1.2105263157894737,incorrect,59,459.7457627118644,2276.0,100.0,478.43918624902824,18,21,1,3,3,0,0,13.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_462_B.json,77,11,66,40,1.15,2,1,1,0.5194805194805194,1.65,incorrect,76,397.5,3584.0,100.0,495.526642405162,9,55,2,3,1,0,0,6.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_333_B.json,27,3,24,20,1.08,2,1,1,0.7407407407407407,1.2,incorrect,26,546.4230769230769,2763.0,107.0,616.9922640083535,8,13,0,3,1,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC146_D.json,144,25,119,104,1.2,3,1,1,0.7222222222222222,1.1442307692307692,correct,143,508.84615384615387,4982.0,100.0,671.3598278257357,30,66,1,9,6,0,0,30.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC012_A.json,39,7,32,31,1.19,3,1,1,0.7948717948717948,1.032258064516129,incorrect,38,445.60526315789474,2480.0,101.0,448.1511894664558,6,27,0,1,1,0,0,3.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC119_B.json,77,15,62,51,1.23,3,1,1,0.6623376623376623,1.2156862745098038,correct,76,403.8157894736842,2398.0,32.0,441.62284694903235,7,49,2,4,2,0,0,11.0,1.0,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC142_C.json,37,7,30,23,1.2,3,1,1,0.6216216216216216,1.3043478260869565,correct,36,350.0,1333.0,100.0,255.73669494786458,9,19,2,0,0,0,0,6.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC005_B.json,82,18,64,24,1.27,4,1,1,0.2926829268292683,2.6666666666666665,incorrect,81,468.74074074074076,2905.0,32.0,587.9963600605403,32,23,0,8,0,0,0,18.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_96_B.json,62,10,52,42,1.17,2,1,1,0.6774193548387096,1.2380952380952381,correct,61,443.75409836065575,2335.0,93.0,419.3222172243244,4,44,2,3,2,0,0,6.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC168_B.json,52,14,38,31,1.34,3,1,1,0.5961538461538461,1.2258064516129032,correct,51,335.5686274509804,1660.0,100.0,295.12060279837874,6,25,9,3,0,0,0,8.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC150_C.json,69,16,53,39,1.28,3,1,1,0.5652173913043478,1.358974358974359,correct,68,474.3235294117647,4713.0,100.0,620.8146415312674,8,33,0,2,0,0,0,23.0,1.0,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC137_D.json,98,19,79,31,1.23,3,1,1,0.3163265306122449,2.5483870967741935,correct,97,384.340206185567,3857.0,100.0,437.1970352569389,19,55,0,0,3,0,0,19.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_514_A.json,54,12,42,33,1.26,4,1,1,0.6111111111111112,1.2727272727272727,correct,53,395.9056603773585,2259.0,100.0,416.5597318028372,8,28,2,0,4,0,0,11.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC124_A.json,12,2,10,10,1.1,2,1,1,0.8333333333333334,1.0,correct,11,334.90909090909093,839.0,16.0,267.21431643737,3,4,0,2,0,0,1,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_569_A.json,6,1,5,5,1.0,1,1,1,0.8333333333333334,1.0,correct,5,473.0,887.0,212.0,280.7694783982048,1,3,0,0,0,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_469_A.json,152,39,113,83,1.34,4,1,1,0.5460526315789473,1.3614457831325302,correct,151,409.44370860927154,3983.0,101.0,525.8034314045707,26,86,2,2,1,0,0,33.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC038_A.json,20,2,18,15,1.06,2,1,1,0.75,1.2,correct,19,714.8421052631579,1958.0,133.0,615.1787692440752,7,3,0,3,2,0,0,4.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC172_D.json,14,1,13,13,1.0,1,1,1,0.9285714285714286,1.0,correct,13,525.6153846153846,2466.0,106.0,626.8763219941578,3,5,0,2,1,0,0,2.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC129_E.json,48,11,37,23,1.27,4,1,1,0.4791666666666667,1.608695652173913,correct,47,458.468085106383,4345.0,105.0,642.8342761303201,14,16,2,2,2,0,0,11.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC133_B.json,45,7,38,28,1.16,3,1,1,0.6222222222222222,1.3571428571428572,correct,44,362.20454545454544,2210.0,91.0,351.0212065113998,11,23,3,0,2,0,0,5.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC168_C.json,31,5,26,24,1.15,2,1,1,0.7741935483870968,1.0833333333333333,correct,30,446.03333333333336,2082.0,103.0,511.3944751318715,8,9,4,4,2,0,0,3.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC132_F.json,70,14,56,39,1.23,3,1,1,0.5571428571428572,1.435897435897436,correct,69,628.8115942028985,3577.0,105.0,699.5571766432029,26,27,1,7,0,0,0,8.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ARC102_C.json,67,18,49,27,1.35,3,1,1,0.40298507462686567,1.8148148148148149,incorrect,66,842.7575757575758,6539.0,113.0,1142.7467592213752,24,22,1,10,3,0,0,6.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC107_C.json,79,15,64,52,1.22,3,1,1,0.6582278481012658,1.2307692307692308,correct,78,495.55128205128204,1906.0,103.0,421.05127082182366,25,35,1,4,5,0,0,8.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_334_A.json,8,1,7,7,1.0,1,1,1,0.875,1.0,incorrect,7,374.2857142857143,759.0,81.0,239.67666712032016,2,4,0,0,1,0,0,,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC152_C.json,15,2,13,13,1.08,2,1,1,0.8666666666666667,1.0,correct,14,375.2142857142857,1217.0,100.0,301.53330689135345,5,6,0,0,2,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC109_B.json,51,6,45,36,1.11,3,1,1,0.7058823529411765,1.25,correct,50,369.9,1466.0,104.0,293.244847893917,6,21,7,1,1,0,0,13.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC135_D.json,53,7,46,45,1.13,2,1,1,0.8490566037735849,1.0222222222222221,correct,52,656.5384615384615,3476.0,100.0,775.3999464296326,14,28,1,3,1,0,0,5.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_544_B.json,26,3,23,20,1.09,2,1,1,0.7692307692307693,1.15,correct,25,500.24,3450.0,93.0,685.6530512341258,3,20,0,1,1,0,0,,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_276_B.json,29,6,23,17,1.22,2,1,1,0.5862068965517241,1.3529411764705883,correct,28,355.89285714285717,1233.0,96.0,277.75853346036536,8,17,0,0,1,0,0,2.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_302_A.json,56,8,48,37,1.15,3,1,1,0.6607142857142857,1.2972972972972974,incorrect,55,466.94545454545454,1843.0,102.0,404.33055866877123,6,32,7,4,1,0,0,5.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC002_A.json,25,3,22,22,1.09,2,1,1,0.88,1.0,correct,24,699.0,1909.0,80.0,524.3658696152823,2,19,0,2,1,0,0,,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC112_A.json,18,1,17,17,1.0,1,1,1,0.9444444444444444,1.0,correct,17,344.4117647058824,1139.0,122.0,264.2461113298381,2,11,1,2,0,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_682_B.json,39,8,31,16,1.23,3,1,1,0.41025641025641024,1.9375,correct,38,324.60526315789474,1197.0,107.0,250.10219959412746,6,24,1,1,0,0,0,6.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC178_B.json,33,10,23,19,1.39,3,1,1,0.5757575757575758,1.2105263157894737,correct,32,282.96875,1021.0,86.0,233.71163433640513,12,7,5,6,1,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC123_C.json,23,7,16,11,1.38,2,1,1,0.4782608695652174,1.4545454545454546,incorrect,22,391.27272727272725,1266.0,114.0,320.8477137385514,8,10,0,0,2,0,0,2.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_621_A.json,33,4,29,21,1.1,2,1,1,0.6363636363636364,1.380952380952381,incorrect,32,346.71875,1216.0,107.0,285.1108708368638,4,23,0,3,1,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC089_C.json,27,4,23,22,1.13,3,1,1,0.8148148148148148,1.0454545454545454,correct,26,433.46153846153845,1453.0,82.0,376.80830466105505,7,11,2,1,4,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_25_A.json,50,5,45,44,1.09,2,1,1,0.88,1.0227272727272727,correct,49,490.3061224489796,2283.0,102.0,454.3442712709545,7,32,0,4,0,0,0,5.0,1.0,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_581_B.json,42,9,33,29,1.24,5,1,1,0.6904761904761905,1.1379310344827587,correct,41,409.8292682926829,1081.0,112.0,275.08007038306357,13,19,0,4,4,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_32_B.json,59,12,47,23,1.23,3,1,1,0.3898305084745763,2.0434782608695654,correct,58,554.051724137931,3926.0,16.0,680.1781093475236,8,43,0,2,1,0,1,3.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_37_A.json,20,1,19,19,1.0,1,1,1,0.95,1.0,correct,19,393.1578947368421,1679.0,106.0,418.69324002157725,2,16,0,0,1,0,0,,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_624_B.json,45,7,38,29,1.16,2,1,1,0.6444444444444445,1.3103448275862069,incorrect,44,471.15909090909093,2071.0,108.0,456.31837840873004,5,26,1,5,2,0,0,5.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_108_B.json,51,13,38,24,1.32,4,1,1,0.47058823529411764,1.5833333333333333,correct,50,401.78,3252.0,97.0,504.15912170662955,10,24,6,1,0,0,0,9.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_154_A.json,79,17,62,41,1.26,5,1,1,0.5189873417721519,1.5121951219512195,correct,78,434.6666666666667,2446.0,101.0,468.71625361931535,9,61,3,1,2,0,0,2.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_678_A.json,11,1,10,10,1.0,1,1,1,0.9090909090909091,1.0,correct,10,474.1,1272.0,92.0,357.6110394766296,2,6,0,0,2,0,0,,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_397_B.json,52,14,38,20,1.34,4,1,1,0.38461538461538464,1.9,correct,51,264.70588235294116,1420.0,102.0,213.34378773403714,12,14,1,0,3,0,0,19.0,2.0,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_612_B.json,11,2,9,9,1.11,2,1,1,0.8181818181818182,1.0,incorrect,10,641.4,2823.0,98.0,873.9070888830231,4,4,0,0,0,0,0,2.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_67_B.json,43,7,36,28,1.17,2,1,1,0.6511627906976745,1.2857142857142858,correct,42,458.9047619047619,1965.0,101.0,392.56808075230936,10,26,0,1,1,0,0,4.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_146_A.json,40,7,33,25,1.18,2,1,1,0.625,1.32,correct,39,482.1025641025641,2035.0,110.0,436.74434258811647,10,15,1,7,2,0,0,4.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC123_D.json,40,8,32,23,1.22,4,1,1,0.575,1.391304347826087,incorrect,39,384.8974358974359,1859.0,112.0,338.82690774834424,8,22,0,3,0,0,0,5.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_95_A.json,83,13,70,54,1.17,3,1,1,0.6506024096385542,1.2962962962962963,incorrect,82,482.4512195121951,3539.0,106.0,571.0958742550037,14,42,10,2,3,0,0,10.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_203_B.json,34,7,27,18,1.22,3,1,1,0.5294117647058824,1.5,correct,33,475.09090909090907,2549.0,100.0,550.0550747218616,11,16,0,1,1,0,0,4.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_445_A.json,63,8,55,53,1.13,2,1,1,0.8412698412698413,1.0377358490566038,incorrect,62,379.93548387096774,2148.0,86.0,371.7492046787326,14,32,1,2,3,0,0,10.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC140_D.json,72,16,56,47,1.27,5,1,1,0.6527777777777778,1.1914893617021276,correct,71,384.67605633802816,1549.0,102.0,329.61751750640093,11,35,5,3,4,0,0,13.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC070_B.json,29,3,26,23,1.08,2,1,1,0.7931034482758621,1.1304347826086956,correct,28,352.07142857142856,1388.0,16.0,293.4889648466745,4,19,1,2,0,0,1,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_306_A.json,18,2,16,15,1.06,2,1,1,0.8333333333333334,1.0666666666666667,incorrect,17,520.5294117647059,1246.0,16.0,389.6142511586073,4,6,1,2,2,0,1,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC174_E.json,27,3,24,24,1.08,2,1,1,0.8888888888888888,1.0,correct,26,677.2307692307693,2736.0,101.0,766.8166042903509,10,12,0,0,1,0,0,3.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_99_A.json,39,10,29,20,1.31,2,1,1,0.5128205128205128,1.45,incorrect,38,355.39473684210526,2157.0,101.0,332.78550347468837,8,27,2,0,0,0,0,,1.0,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC006_A.json,95,25,70,42,1.34,5,1,1,0.4421052631578947,1.6666666666666667,correct,94,438.8191489361702,1891.0,103.0,387.30116543544636,17,65,4,3,1,0,0,4.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_272_B.json,54,16,38,18,1.39,4,1,1,0.3333333333333333,2.111111111111111,correct,53,686.5471698113207,4797.0,100.0,984.3476083571161,10,30,2,2,0,0,0,9.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC029_C.json,90,25,65,40,1.37,4,1,1,0.4444444444444444,1.625,incorrect,89,571.4269662921348,5547.0,100.0,812.5732538675633,23,41,0,2,3,0,0,20.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC027_B.json,44,8,36,23,1.19,3,1,1,0.5227272727272727,1.565217391304348,incorrect,43,548.0697674418604,3228.0,16.0,599.4509152370326,9,24,1,3,0,0,1,5.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC107_D.json,116,34,82,49,1.4,3,1,1,0.4224137931034483,1.6734693877551021,incorrect,115,485.0173913043478,4400.0,100.0,567.3363120081065,35,51,1,4,4,0,0,19.0,1.0,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC132_A.json,29,5,24,23,1.17,3,1,1,0.7931034482758621,1.0434782608695652,correct,28,467.5357142857143,1785.0,101.0,424.915545608149,5,11,4,3,0,0,0,5.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC151_A.json,53,14,39,21,1.33,3,1,1,0.39622641509433965,1.8571428571428572,correct,52,369.28846153846155,1167.0,104.0,246.26642169099853,11,31,1,2,2,0,0,5.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC158_B.json,12,2,10,10,1.1,2,1,1,0.8333333333333334,1.0,incorrect,11,387.6363636363636,859.0,146.0,257.77132219363455,3,6,0,0,1,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC051_A.json,29,4,25,23,1.12,2,1,1,0.7931034482758621,1.0869565217391304,correct,28,341.07142857142856,903.0,55.0,259.3713094975545,6,18,1,2,0,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC164_D.json,73,12,61,49,1.18,3,1,1,0.6712328767123288,1.2448979591836735,incorrect,72,521.0277777777778,5192.0,100.0,767.4705476244991,7,64,0,0,0,0,0,1.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC125_B.json,42,11,31,19,1.32,4,1,1,0.4523809523809524,1.631578947368421,correct,41,367.7560975609756,1055.0,101.0,256.291219171454,12,19,1,3,3,0,0,3.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_AGC035_B.json,172,50,122,63,1.4,4,1,1,0.36627906976744184,1.9365079365079365,incorrect,171,349.5497076023392,5231.0,100.0,469.02759436873833,53,53,0,12,2,0,0,49.0,2.0,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_519_B.json,23,3,20,17,1.1,2,1,1,0.7391304347826086,1.1764705882352942,incorrect,22,412.8636363636364,1445.0,104.0,369.7299265879334,5,9,0,3,2,0,0,3.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC133_E.json,90,15,75,47,1.19,3,1,1,0.5222222222222223,1.5957446808510638,incorrect,89,358.4157303370786,3019.0,100.0,397.2597561302349,21,42,0,2,5,0,0,18.0,1.0,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC150_E.json,33,5,28,24,1.14,3,1,1,0.7272727272727273,1.1666666666666667,correct,32,600.90625,2531.0,157.0,522.6663871129862,8,19,1,1,0,0,0,1.0,2.0,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_222_A.json,59,15,44,22,1.32,3,1,1,0.3728813559322034,2.0,correct,58,607.3793103448276,2137.0,16.0,577.3831719783029,11,32,0,6,1,0,1,7.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC143_A.json,5,1,4,4,1.0,1,1,1,0.8,1.0,correct,4,614.75,1497.0,171.0,597.8240404444549,2,2,0,0,0,0,0,,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC111_C.json,125,29,96,51,1.29,7,1,1,0.408,1.8823529411764706,correct,124,363.31451612903226,3612.0,100.0,374.3121033066895,15,83,4,8,2,0,0,11.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_296_A.json,59,12,47,28,1.23,4,1,1,0.4745762711864407,1.6785714285714286,incorrect,58,463.2241379310345,2469.0,86.0,502.2313384306832,11,25,2,5,1,0,0,13.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ARC086_B.json,53,8,45,35,1.16,3,1,1,0.660377358490566,1.2857142857142858,incorrect,52,495.71153846153845,2179.0,117.0,471.2575307158606,13,32,0,2,3,0,0,2.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_637_A.json,105,28,77,54,1.35,3,1,1,0.5142857142857142,1.4259259259259258,correct,104,438.7692307692308,4374.0,100.0,594.5904559494701,13,62,1,0,0,0,0,26.0,1.0,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_629_A.json,71,14,57,41,1.23,4,1,1,0.5774647887323944,1.3902439024390243,incorrect,70,425.87142857142857,2785.0,100.0,467.05345010908457,16,44,2,1,0,0,0,7.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_55_B.json,56,9,47,39,1.17,2,1,1,0.6964285714285714,1.205128205128205,incorrect,55,441.56363636363636,2269.0,104.0,434.22347735103904,16,23,1,8,4,0,0,3.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_632_B.json,76,15,61,33,1.23,3,1,1,0.4342105263157895,1.8484848484848484,incorrect,75,501.17333333333335,3951.0,100.0,620.5305570656873,22,33,3,3,3,0,0,10.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_672_A.json,56,6,50,40,1.1,2,1,1,0.7142857142857143,1.25,correct,55,422.09090909090907,1638.0,107.0,378.6868770392643,5,41,1,1,0,0,0,7.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_61_B.json,74,9,65,35,1.12,2,1,1,0.47297297297297297,1.8571428571428572,correct,73,454.6027397260274,4000.0,16.0,583.9933347157223,21,22,3,8,4,0,1,13.0,,1.0,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_31_A.json,55,14,41,28,1.32,3,1,1,0.509090909090909,1.4642857142857142,correct,54,426.037037037037,2961.0,16.0,457.5568410081084,15,26,3,3,1,0,1,5.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_8_B.json,76,15,61,48,1.23,3,1,1,0.631578947368421,1.2708333333333333,correct,75,419.62666666666667,4029.0,104.0,501.54185978551897,18,40,1,0,3,0,0,13.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_codeforces_110_B.json,22,7,15,13,1.4,3,1,1,0.5909090909090909,1.1538461538461537,correct,21,384.04761904761904,2214.0,104.0,490.50784664370826,3,4,1,3,3,0,0,7.0,,,
../codelingua/segment_trees/qwq_level1_Python_C/qid_atcoder_ABC150_D.json,76,15,61,47,1.23,4,1,1,0.618421052631579,1.297872340425532,incorrect,75,396.4533333333333,4179.0,105.0,571.307374393186,15,36,1,6,3,0,0,14.0,,,
