file,total_nodes,leaf_nodes,internal_nodes,max_depth,average_branching_factor,max_branching_factor,min_branching_factor,first_branching_factor,depth_per_nodes,internal_per_depth,state,total_segments,avg_segment_len,max_segment_len,min_segment_len,std_dev_len,code_analysis,mental_execution,test_generation,bug_fixing,language_mapping,high_level_plan,empty
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC140_D___codeforces_669_A___codeforces_58_B.json,63,24,39,16,1.59,6,1,1,0.25396825396825395,2.4375,correct,62,651.5806451612904,5762.0,70.0,985.8377904743994,10,38,0,1,0,13,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC169_D___codeforces_59_A___atcoder_ABC114_C.json,41,13,28,22,1.43,4,1,1,0.5365853658536586,1.2727272727272727,correct,40,867.65,6093.0,109.0,1210.4883216797577,5,28,1,0,0,6,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC110_C___atcoder_AGC034_B___atcoder_ABC120_C.json,92,22,70,33,1.3,3,1,1,0.358695652173913,2.121212121212121,correct,91,730.4505494505495,8423.0,72.0,1217.6144825366641,6,70,0,1,0,14,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_651_A___atcoder_ABC158_A___atcoder_ABC151_A.json,77,20,57,27,1.33,3,1,1,0.35064935064935066,2.111111111111111,correct,76,347.5394736842105,2057.0,60.0,313.0872696566448,3,60,0,0,1,12,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC109_B___atcoder_ABC151_A___atcoder_ABC155_E.json,62,25,37,23,1.65,3,1,2,0.3709677419354839,1.608695652173913,correct,61,705.9180327868852,10246.0,100.0,1387.5332343777327,8,36,0,4,0,13,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC147_D___codeforces_59_A___atcoder_ABC132_A.json,49,9,40,25,1.2,2,1,1,0.5102040816326531,1.6,correct,48,538.8541666666666,2592.0,33.0,572.2991699996336,5,33,0,1,0,9,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC105_D___codeforces_8_B___atcoder_ABC155_E.json,67,21,46,24,1.43,4,1,1,0.3582089552238806,1.9166666666666667,correct,66,641.8787878787879,3913.0,72.0,854.1142873473174,5,35,0,0,0,26,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_629_A___atcoder_ABC135_D___codeforces_514_A.json,30,8,22,17,1.32,3,1,1,0.5666666666666667,1.2941176470588236,correct,29,1184.2068965517242,7314.0,100.0,1606.2084542556013,2,23,0,0,0,4,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_644_B___codeforces_678_B___atcoder_ABC114_C.json,78,27,51,32,1.51,3,1,1,0.41025641025641024,1.59375,correct,77,763.7402597402597,7056.0,41.0,1217.2273217028658,4,55,1,2,1,14,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC125_B___atcoder_ABC151_A___codeforces_59_A.json,62,25,37,17,1.65,4,1,1,0.27419354838709675,2.176470588235294,correct,61,420.1967213114754,2575.0,68.0,488.15522871562524,3,53,0,0,0,5,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_AGC006_A___atcoder_ABC178_A___atcoder_ABC149_C.json,25,7,18,18,1.33,3,1,1,0.72,1.0,correct,24,1491.3333333333333,5441.0,68.0,1856.89670211319,1,18,0,0,0,5,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_131_B___codeforces_8_B___codeforces_32_B.json,77,19,58,38,1.31,4,1,1,0.4935064935064935,1.5263157894736843,correct,76,600.8157894736842,5396.0,100.0,978.4245119650442,0,57,0,0,0,18,1
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_404_A___codeforces_59_A___codeforces_276_B.json,32,8,24,18,1.29,3,1,1,0.5625,1.3333333333333333,correct,31,766.2258064516129,5508.0,63.0,1187.0069280808045,3,18,0,0,0,10,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_AGC033_A___atcoder_ABC122_D___atcoder_ABC114_C.json,56,14,42,35,1.31,4,1,1,0.625,1.2,correct,55,852.3636363636364,9939.0,107.0,1467.415835981824,7,30,1,1,0,16,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_222_A___atcoder_ABC132_A___atcoder_ABC124_C.json,77,24,53,34,1.43,4,1,1,0.44155844155844154,1.5588235294117647,correct,76,654.8684210526316,4856.0,100.0,888.6990092955022,2,58,0,1,0,15,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC132_F___atcoder_ABC151_A___atcoder_ABC158_A.json,77,21,56,37,1.36,3,1,1,0.4805194805194805,1.5135135135135136,correct,76,563.1973684210526,2998.0,33.0,660.2154399837848,8,57,0,1,0,10,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_421_A___codeforces_49_A___atcoder_ABC135_D.json,76,14,62,16,1.21,4,1,1,0.21052631578947367,3.875,correct,75,486.5733333333333,7279.0,78.0,981.3443918907856,8,55,0,0,0,11,1
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC164_D___atcoder_ABC170_A___codeforces_147_A.json,81,19,62,40,1.29,3,1,1,0.49382716049382713,1.55,correct,80,371.3875,1931.0,69.0,394.7095549301594,5,68,0,0,0,7,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_265_B___atcoder_ABC114_C___codeforces_669_A.json,48,13,35,26,1.34,3,1,1,0.5416666666666666,1.3461538461538463,correct,47,718.6595744680851,6072.0,50.0,1093.6011369820856,8,26,0,2,1,10,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_216_B___atcoder_ABC124_C___atcoder_ABC151_A.json,98,28,70,54,1.39,6,1,1,0.5510204081632653,1.2962962962962963,correct,97,400.64948453608247,4351.0,37.0,616.7356443613205,9,65,0,0,0,23,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC145_B___atcoder_ABC135_D___codeforces_669_A.json,76,18,58,32,1.29,4,1,1,0.42105263157894735,1.8125,correct,75,501.61333333333334,4788.0,108.0,811.5082203599121,4,49,0,0,0,20,2
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC105_D___atcoder_ABC124_C___codeforces_276_B.json,54,15,39,26,1.36,4,1,1,0.48148148148148145,1.5,correct,53,917.3207547169811,7181.0,75.0,1539.48648748142,5,34,0,1,0,13,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_617_B___codeforces_96_B___codeforces_276_B.json,73,19,54,31,1.33,4,1,1,0.4246575342465753,1.7419354838709677,correct,72,894.4583333333334,12781.0,37.0,1757.6047796987007,8,49,1,1,0,13,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC153_A___codeforces_59_A___atcoder_ARC062_B.json,57,16,41,29,1.37,3,1,1,0.5087719298245614,1.4137931034482758,correct,56,490.2142857142857,2773.0,60.0,576.0103444237063,2,46,0,0,0,8,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_92_A___atcoder_ABC124_C___codeforces_96_B.json,84,27,57,40,1.46,5,1,1,0.47619047619047616,1.425,correct,83,650.6024096385543,4789.0,100.0,847.8230651204415,6,65,0,0,0,12,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC124_A___codeforces_110_B___codeforces_32_B.json,92,33,59,37,1.54,3,1,1,0.40217391304347827,1.5945945945945945,correct,91,478.0989010989011,2922.0,100.0,512.6310792794594,3,62,2,0,0,23,1
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC169_E___codeforces_669_A___atcoder_ABC151_A.json,42,14,28,17,1.46,4,1,1,0.40476190476190477,1.6470588235294117,correct,41,546.4146341463414,3327.0,83.0,675.547813837398,2,34,0,0,0,5,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC114_C___atcoder_ABC149_C___codeforces_110_B.json,40,12,28,19,1.39,5,1,1,0.475,1.4736842105263157,incorrect,39,1104.8461538461538,9398.0,69.0,1835.9684170322976,5,25,0,2,0,7,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_607_A___codeforces_514_A___codeforces_669_A.json,39,13,26,17,1.46,4,1,1,0.4358974358974359,1.5294117647058822,correct,38,670.421052631579,5096.0,82.0,1000.442351664636,4,23,0,0,0,11,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC110_C___atcoder_ABC135_D___atcoder_ABC151_A.json,107,34,73,56,1.45,5,1,1,0.5233644859813084,1.3035714285714286,correct,106,529.377358490566,7195.0,70.0,923.9555900771751,11,75,0,0,0,20,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC109_B___atcoder_ABC151_A___codeforces_147_A.json,53,14,39,24,1.33,4,1,1,0.4528301886792453,1.625,correct,52,484.2307692307692,3511.0,44.0,605.7083558677593,3,33,0,0,0,16,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC150_C___codeforces_669_A___codeforces_96_B.json,82,25,57,34,1.42,5,1,1,0.4146341463414634,1.6764705882352942,incorrect,81,664.2345679012345,4945.0,72.0,826.7907877995034,4,52,0,3,0,22,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_621_A___codeforces_514_A___codeforces_59_A.json,60,15,45,21,1.31,4,1,2,0.35,2.142857142857143,correct,59,728.1355932203389,7863.0,111.0,1215.1541616066254,1,51,0,0,0,7,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC171_E___atcoder_ABC164_D___codeforces_49_A.json,126,38,88,47,1.42,4,1,1,0.373015873015873,1.872340425531915,correct,125,396.688,3672.0,60.0,515.6102306350058,2,87,0,4,1,31,0
../codelingua/segment_trees/r1_level3_Java_C/qid_codeforces_189_A___atcoder_ABC155_E___atcoder_ABC151_A.json,41,11,30,23,1.33,3,1,1,0.5609756097560976,1.3043478260869565,correct,40,687.95,4381.0,106.0,914.9258047542043,7,20,0,1,0,12,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_ABC166_C___atcoder_ABC164_D___codeforces_579_A.json,62,16,46,36,1.33,3,1,1,0.5806451612903226,1.2777777777777777,correct,61,423.1967213114754,4258.0,75.0,611.3998914968863,8,37,0,0,0,16,0
../codelingua/segment_trees/r1_level3_Java_C/qid_atcoder_AGC004_D___atcoder_ABC124_C___atcoder_ABC114_C.json,97,28,69,45,1.39,4,1,1,0.4639175257731959,1.5333333333333334,correct,96,652.3958333333334,6757.0,69.0,960.6322641520139,14,66,0,0,0,16,0
